lat,lon,population,original_population,renewable_cost,storage_cost,electrical_storage_cost,thermal_storage_cost,lng_cost,other_equipment_cost,discard_cost,load_shedding_cost,renewable_cost_per_capita,storage_cost_per_capita,electrical_storage_cost_per_capita,thermal_storage_cost_per_capita,lng_cost_per_capita,other_equipment_cost_per_capita,discard_cost_per_capita,load_shedding_cost_per_capita,renewable_investment,renewable_om,storage_investment,storage_om,electrical_storage_investment,electrical_storage_om,thermal_storage_investment,thermal_storage_om,other_investment,other_om,lng_investment,lng_om,lng_purchase,IPCC_Region_Name,IPCC_Region_Code,Continent
-0.030217,103.626017,235,235,89977.69301909553,30684.689849138704,10672.347563757337,20012.342285381368,0.0,2285.867844641111,18.020321509842415,0.0,382.88380008125756,130.57314829420724,45.41424495215888,85.15890334204838,0.0,9.72709721123877,0.07668221919081879,0.0,57827.179523180486,32150.51349591505,21981.500294384146,8703.18955475456,6576.643565462975,4095.7039982943625,15404.85672892117,4607.485556460197,1829.8006363411678,456.0672082999432,0.0,0.0,0.0,S.E.Asia,SEA,ASIA
-0.035119,103.659208,59,59,24915.12132044568,4304.469477550636,394.4352338206812,3910.0342437299546,0.1722930130333058,525.4055777905156,0.1950555624640382,0.0,422.2901918719607,72.95710978899383,6.685342946113241,66.27176684288058,0.002920220559886539,8.90517928458501,0.0033060264824413257,0.0,15584.125337677588,9330.995982768092,3274.860070398275,1029.6094071523607,265.04160582828706,129.39362799239416,3009.818464569988,900.2157791599666,419.25072175088184,106.15485603963377,0.016808820259842906,0.0041895010737622,0.1512946916997007,S.E.Asia,SEA,ASIA
-0.045282,130.124424,218,218,90470.04881730715,19217.971220800297,1302.5468145420393,17915.42440625826,0.0,1990.2947001291022,6.523958276226426,0.0,415.0002239326016,88.15583128807475,5.97498538780752,82.18084590026724,0.0,9.129792202427074,0.029926414111130395,0.0,56842.64841026434,33627.40040704281,14627.577660161684,4590.393560638612,836.8607975070067,465.68601703503253,13790.716862654677,4124.707543603579,1593.1990632531367,397.0956368759654,0.0,0.0,0.0,S.E.Asia,SEA,ASIA
-0.061393,98.276855,500,3977,214183.95792559924,42359.78314103834,377.7467956893665,41982.03634534897,0.0,4986.375155366931,1.2737449085357406,0.0,428.36791585119846,84.71956628207667,0.755493591378733,83.96407269069795,0.0,9.972750310733861,0.0025474898170714812,0.0,135165.2376619881,79018.72026361115,32562.07309928636,9797.710041751978,245.65326866592721,132.09352702343926,32316.419830620434,9665.61651472854,3991.5135311589765,994.8616242079545,0.0,0.0,0.0,S.E.Asia,SEA,ASIA
-0.074667,98.326246,500,556,213782.54979952882,42911.66759282093,849.0563359452958,42062.611256875636,0.0,4988.984536642577,3.3970308445367143,0.0,427.56509959905765,85.82333518564187,1.6981126718905917,84.12522251375127,0.0,9.977969073285154,0.006794061689073429,0.0,134963.01032834974,78819.53947117907,32932.97902060169,9978.68857221924,554.5352174590389,294.52111848625697,32378.443803142654,9684.167453732984,3993.602299102543,995.3822375400341,0.0,0.0,0.0,S.E.Asia,SEA,ASIA
-0.100428,129.466226,500,2067,210289.4966613709,41779.034696061426,502.8950959860383,41276.13960007539,0.0,4585.233744411398,1.8497030314434304,0.0,420.57899332274184,83.55806939212285,1.0057901919720766,82.55227920015078,0.0,9.170467488822796,0.003699406062886861,0.0,131951.14812589527,78338.34853547563,32098.380683212985,9680.65401284844,325.33743846550044,177.55765752053787,31773.043244747485,9503.096355327902,3670.4062498478515,914.8274945635465,0.0,0.0,0.0,S.E.Asia,SEA,ASIA
-0.100626,103.536773,500,6890,96845.7499417176,33333.54308869574,30110.779633265156,3222.7634554305846,147000.84166285442,46231.03338670866,1655.844419011396,0.0,193.6914998834352,66.66708617739148,60.22155926653031,6.445526910861169,294.0016833257088,92.46206677341732,3.311688838022792,0.0,62431.28660213952,34414.46333957808,19980.901383790388,13352.641704905356,17500.121843137782,12610.657790127376,2480.7795406526047,741.98391477798,32295.705936693612,13935.327450015047,7131.366233578761,1777.451720650914,138092.02370862474,S.E.Asia,SEA,ASIA
-0.107722,127.241703,167,167,70042.4959062506,14627.032055089865,628.993185263712,13998.038869826152,0.0,1559.8253480513786,3.1748934340062545,0.0,419.41614315120114,87.58701829395129,3.766426259064144,83.82059203488714,0.0,9.340271545217835,0.019011337928181164,0.0,44052.66090387478,25989.835002375818,11187.59887990476,3439.4331751851037,412.3592702434385,216.6339150202735,10775.239609661323,3222.7992601648302,1248.6152343131675,311.210113738211,0.0,0.0,0.0,S.E.Asia,SEA,ASIA
-0.128063,109.15734,131,131,52843.481633876494,9834.697304229427,1227.7192468613757,8606.978057368051,0.0,1088.6954449162574,15.397384708230106,0.0,403.38535598379,75.07402522312539,9.37190264779676,65.70212257532863,0.0,8.31065225126914,0.11753728784908478,0.0,33019.60046928456,19823.881164591934,7430.16236565438,2404.534938575046,804.7877867088166,422.9314601525592,6625.374578945563,1981.6034784224867,871.4832848100474,217.21216010620998,0.0,0.0,0.0,S.E.Asia,SEA,ASIA
-0.158715,98.450703,500,3518,212831.2953350253,44275.420619388155,2014.9905101679328,42260.43010922022,0.0,4992.072792640347,9.621148993778352,0.0,425.6625906700506,88.55084123877631,4.029981020335866,84.52086021844045,0.0,9.984145585280693,0.019242297987556705,0.0,134478.06073256233,78353.23460246297,33855.10605761274,10420.314561775414,1324.3876713557459,690.602838812187,32530.718386256995,9729.711722963228,3996.074398635624,995.9983940047232,0.0,0.0,0.0,S.E.Asia,SEA,ASIA
