ID,Long,Lat,Country,Island,pop,geometry
8981,-179.052408,-17.978322,Fiji,Nayau Island,128.0,POINT (-179.052408 -17.978322)
9006,-179.311637,-17.748381,Fiji,Thithia Island,719.0,POINT (-179.311637 -17.748381)
9008,-178.819458,-17.674427,Fiji,Tuvutha Island,164.0,POINT (-178.819458 -17.674427)
9009,-150.628687,-17.657071,French Polynesia,Maiao,261.0,POINT (-150.628687 -17.657071)
9015,-149.400753,-17.677486,French Polynesia,Tahiti,166260.0,POINT (-149.400753 -17.677486)
9028,-149.833709,-17.529055,French Polynesia,Moorea,15171.0,POINT (-149.833709 -17.529055)
9035,-179.158505,-17.448503,Fiji,Mango Island,72.0,POINT (-179.158505 -17.448503)
9066,-145.592927,-17.366744,French Polynesia,,67.0,POINT (-145.592927 -17.366744)
9176,-150.987658,-16.783667,French Polynesia,Huahine Iti,1480.0,POINT (-150.987658 -16.783667)
9184,-179.759941,-16.770338,Fiji,Nggamea Island,927.0,POINT (-179.759941 -16.770338)
9185,-179.684736,-16.758748,Fiji,Lauthala Island,190.0,POINT (-179.684736 -16.758748)
9190,-151.436886,-16.822012,French Polynesia,Raiatea,10036.0,POINT (-151.436886 -16.822012)
9199,-151.013041,-16.724675,French Polynesia,Huahine Nui,2439.0,POINT (-151.013041 -16.724675)
9215,-151.493299,-16.626225,French Polynesia,Tahaa,4169.0,POINT (-151.493299 -16.626225)
9268,-151.738428,-16.499064,French Polynesia,Bora-Bora,5020.0,POINT (-151.738428 -16.499064)
9385,-173.7781,-15.957598,Tonga,Hunganga,658.0,POINT (-173.7781 -15.957598)
9404,-148.255586,-15.843663,French Polynesia,Makatea,950.0,POINT (-148.255586 -15.843663)
9438,-179.930107,-15.735346,Fiji,Thikombia Island,59.0,POINT (-179.930107 -15.735346)
9465,-175.638742,-15.60271,Tonga,Motu Lahi,509.0,POINT (-175.638742 -15.60271)
9643,-178.13326,-14.285595,Wallis and Futuna,Ile Futuna,2224.0,POINT (-178.13326 -14.285595)
9644,-170.717618,-14.300334,American Samoa,Tutuila Island,43411.0,POINT (-170.717618 -14.300334)
9645,-169.468214,-14.242045,American Samoa,Ta`u Island,714.0,POINT (-169.468214 -14.242045)
9665,-171.758135,-13.930677,Samoa,Upolu,138056.0,POINT (-171.758135 -13.930677)
9666,-172.447361,-13.62086,Samoa,Savai'i,39295.0,POINT (-172.447361 -13.62086)
9686,-176.20458,-13.285427,Wallis and Futuna,,10637.0,POINT (-176.20458 -13.285427)
9716,-139.088564,-9.944988,French Polynesia,Tahuata,587.0,POINT (-139.088564 -9.944988)
9718,-139.013922,-9.774777,French Polynesia,Hiva Oa,3556.0,POINT (-139.013922 -9.774777)
9739,-140.073942,-9.397857,French Polynesia,Ua Pou,422.0,POINT (-140.073942 -9.397857)
9772,-139.551964,-8.909323,French Polynesia,Ua Huka,922.0,POINT (-139.551964 -8.909323)
9773,-140.139322,-8.866239,French Polynesia,Nuku Hiva,1958.0,POINT (-140.139322 -8.866239)
9783,-140.687406,-7.996287,French Polynesia,Eiao,417.0,POINT (-140.687406 -7.996287)
9827,-155.518375,19.598084,United States,Island of Hawai?i,179076.0,POINT (-155.518375 19.598084)
9832,-156.927066,20.834995,United States,Lana?i,2723.0,POINT (-156.927066 20.834995)
9834,-156.336777,20.790415,United States,Maui,144594.0,POINT (-156.336777 20.790415)
9838,-157.014518,21.133173,United States,Moloka?i,5510.0,POINT (-157.014518 21.133173)
9850,-157.973393,21.458674,United States,O?ahu,974804.0,POINT (-157.973393 21.458674)
9854,-159.524241,22.058363,United States,Kaua?i,67377.0,POINT (-159.524241 22.058363)
9873,-80.120381,-2.841584,Ecuador,Isla Puna,6452.0,POINT (-80.120381 -2.841584)
9890,-90.435291,-1.293603,Ecuador,Isla Santa Maria,157.0,POINT (-90.435291 -1.293603)
9906,-89.43056,-0.826798,Ecuador,Isla San Cristobal,9031.0,POINT (-89.43056 -0.826798)
9942,-90.358406,-0.627248,Ecuador,Isla Santa Cruz,18544.0,POINT (-90.358406 -0.627248)
9945,-90.275466,-0.453922,Ecuador,Isla Baltra,479.0,POINT (-90.275466 -0.453922)
10218,-81.75732,7.470821,Panama,Isla de Coiba,192.0,POINT (-81.75732 7.470821)
10344,-79.111002,8.264775,Panama,Isla San Jose,193.0,POINT (-79.111002 8.264775)
10378,-79.10496,8.402907,Panama,Isla Pedro Gonzalez,371.0,POINT (-79.10496 8.402907)
10397,-78.907964,8.371648,Panama,Isla del Rey,1724.0,POINT (-78.907964 8.371648)
10529,-82.037645,9.153316,Panama,Isla Cayo Agua,157.0,POINT (-82.037645 9.153316)
10634,-82.150277,9.308751,Panama,Isla Bastimentos,2882.0,POINT (-82.150277 9.308751)
10858,-63.939007,10.776023,Venezuela,Isla Coche,8747.0,POINT (-63.939007 10.776023)
10860,-64.184634,10.815933,Venezuela,Isla Cubagua,51.0,POINT (-64.184634 10.815933)
10863,-61.296447,10.423904,Trinidad and Tobago,Trinidad,1149599.0,POINT (-61.296447 10.423904)
10900,-65.307262,10.934385,Venezuela,Isla La Tortuga,150.0,POINT (-65.307262 10.934385)
10928,-60.666351,11.241491,Trinidad and Tobago,Tobago,50212.0,POINT (-60.666351 11.241491)
11001,-64.600849,11.849678,Venezuela,Isla Blanquilla,1532.0,POINT (-64.600849 11.849678)
11050,-61.683776,12.113748,Grenada,Grenada,100237.0,POINT (-61.683776 12.113748)
11055,-68.289634,12.184523,Netherlands Antilles,Bonaire,17275.0,POINT (-68.289634 12.184523)
11070,-68.972625,12.194064,Netherlands Antilles,Curacao,148908.0,POINT (-68.972625 12.194064)
11097,-61.453587,12.479535,Grenada,Carriacou Island,5368.0,POINT (-61.453587 12.479535)
11107,-69.970276,12.509315,Aruba,Aruba,104958.0,POINT (-69.970276 12.509315)
11135,-61.23236,13.011618,Saint Vincent and the Grenadines,Bequia Island,4169.0,POINT (-61.23236 13.011618)
11143,-87.711535,13.190003,El Salvador,Isla Meanguera,1648.0,POINT (-87.711535 13.190003)
11155,-87.638813,13.272126,Honduras,Isla del Tigre,5702.0,POINT (-87.638813 13.272126)
11169,-59.55639,13.172262,Barbados,Barbados,288594.0,POINT (-59.55639 13.172262)
11176,-61.188975,13.251309,Saint Vincent and the Grenadines,Saint Vincent,81984.0,POINT (-61.188975 13.251309)
11193,-60.966774,13.898433,Saint Lucia,Saint Lucia Island,156151.0,POINT (-60.966774 13.898433)
11221,-61.018115,14.652747,Martinique,Martinique,350805.0,POINT (-61.018115 14.652747)
11229,-61.349988,15.434552,Dominica,Dominica,66329.0,POINT (-61.349988 15.434552)
11264,-61.268569,15.932114,Guadeloupe,Marie-Galante,12285.0,POINT (-61.268569 15.932114)
11270,-86.932004,16.097974,Honduras,Isla de Utila,2705.0,POINT (-86.932004 16.097974)
11345,-61.048268,16.32098,Guadeloupe,La Desirade,1671.0,POINT (-61.048268 16.32098)
11363,-86.434535,16.366497,Honduras,Isla Santa Elena,51544.0,POINT (-86.434535 16.366497)
11386,-85.883961,16.468611,Honduras,Cayo Media Luna,4063.0,POINT (-85.883961 16.468611)
11431,-62.189685,16.739452,Montserrat,Montserrat,5187.0,POINT (-62.189685 16.739452)
11466,-61.798388,17.077293,Antigua and Barbuda,Antigua Island,88991.0,POINT (-61.798388 17.077293)
11471,-62.58646,17.150396,Saint Kitts and Nevis,Nevis,12857.0,POINT (-62.58646 17.150396)
11519,-62.765059,17.339227,Saint Kitts and Nevis,Saint Christopher,37292.0,POINT (-62.765059 17.339227)
11541,-62.976283,17.490842,Netherlands Antilles,Sint Eustatius,2995.0,POINT (-62.976283 17.490842)
11565,-63.237528,17.631469,Netherlands Antilles,Saba,1795.0,POINT (-63.237528 17.631469)
11573,-61.793378,17.631531,Antigua and Barbuda,Barbuda,1738.0,POINT (-61.793378 17.631531)
11575,-64.768456,17.73286,Virgin Islands; U.S.,Saint Croix,49575.0,POINT (-64.768456 17.73286)
11604,-62.829698,17.901978,Guadeloupe,Ile Saint-Barthelemy,5534.0,POINT (-62.829698 17.901978)
11650,-73.635052,18.077332,Haiti,Ile a Vache,10982.0,POINT (-73.635052 18.077332)
11653,-63.062734,18.061742,Netherlands Antilles; Guadeloupe,Ile Saint-Martin,69383.0,POINT (-63.062734 18.061742)
11661,-65.441002,18.123319,Puerto Rico,Isla de Vieques,7525.0,POINT (-65.441002 18.123319)
11665,-68.683805,18.149788,Dominican Republic,Isla Saona,567.0,POINT (-68.683805 18.149788)
11682,-63.054398,18.214736,Anguilla,Anguilla,15700.0,POINT (-63.054398 18.214736)
11712,-65.289418,18.315046,Puerto Rico,Isla de Culebra,1408.0,POINT (-65.289418 18.315046)
11733,-64.736758,18.338353,Virgin Islands; U.S.,Saint John,3115.0,POINT (-64.736758 18.338353)
11734,-114.724312,18.356756,Mexico,Isla Clarion,249.0,POINT (-114.724312 18.356756)
11742,-64.928694,18.343528,Virgin Islands; U.S.,Saint Thomas,47285.0,POINT (-64.928694 18.343528)
11779,-64.620064,18.424074,British Virgin Islands,Little Wickham's Cay,26556.0,POINT (-64.620064 18.424074)
11790,-64.399216,18.475855,British Virgin Islands,Virgin Gorda,4732.0,POINT (-64.399216 18.475855)
11797,-66.479512,18.224245,Puerto Rico,Island of Puerto Rico,3196239.0,POINT (-66.479512 18.224245)
11801,-77.310484,18.157071,Jamaica,Jamaica,2761519.0,POINT (-77.310484 18.157071)
11824,-73.748881,18.613216,Haiti,Grande Cayemite,3821.0,POINT (-73.748881 18.613216)
11840,-64.337381,18.726917,British Virgin Islands,Little Anegada Island,244.0,POINT (-64.337381 18.726917)
11844,-91.682845,18.694132,Mexico,Isla del Carmen,170295.0,POINT (-91.682845 18.694132)
11852,-110.975066,18.791751,Mexico,Isla Socorro,806.0,POINT (-110.975066 18.791751)
11857,-73.046362,18.842899,Haiti,Ile de la Gonave,84438.0,POINT (-73.046362 18.842899)
11898,-81.243946,19.318442,Cayman Islands,Grand Cayman,54576.0,POINT (-81.243946 19.318442)
11926,-80.04026,19.684628,Cayman Islands,Little Cayman,164.0,POINT (-80.04026 19.684628)
11927,-79.798663,19.720189,Cayman Islands,Cayman Brac,1688.0,POINT (-79.798663 19.720189)
11950,-72.789124,20.044923,Haiti,Ile de la Tortue,37655.0,POINT (-72.789124 20.044923)
12014,-86.902482,20.442404,Mexico,Isla Cozumel,97974.0,POINT (-86.902482 20.442404)
12334,-73.349683,21.078338,Bahamas,Great Inagua Island,527.0,POINT (-73.349683 21.078338)
12389,-71.139484,21.465994,Turks and Caicos Islands,The Island,15849.0,POINT (-71.139484 21.465994)
12427,-71.514874,21.515551,Turks and Caicos Islands,South Caicos Island,1719.0,POINT (-71.514874 21.515551)
12518,-106.581687,21.627684,Mexico,Isla Maria Madre,6714.0,POINT (-106.581687 21.627684)
12526,-81.484967,21.634773,Cuba,Cayo Largo,1680.0,POINT (-81.484967 21.634773)
12533,-72.456557,21.667466,Turks and Caicos Islands,West Caicos Island,65.0,POINT (-72.456557 21.667466)
12560,-71.549211,21.679431,Turks and Caicos Islands,East Caicos Island,235.0,POINT (-71.549211 21.679431)
12586,-71.758108,21.775209,Turks and Caicos Islands,Middle Caicos,1128.0,POINT (-71.758108 21.775209)
12590,-72.269291,21.789251,Turks and Caicos Islands,Providenciales Island,22481.0,POINT (-72.269291 21.789251)
12632,-82.840207,21.676128,Cuba,Isla de la Juventud,85644.0,POINT (-82.840207 21.676128)
12640,-71.962885,21.880341,Turks and Caicos Islands,North Caicos Island,4965.0,POINT (-71.962885 21.880341)
12856,-75.731511,22.194633,Bahamas,Ragged Island,59.0,POINT (-75.731511 22.194633)
13007,-72.962294,22.374459,Bahamas,Mayaguana Island,232.0,POINT (-72.962294 22.374459)
13230,-79.477052,22.715426,Cuba,Cayo Fragoso,65.0,POINT (-79.477052 22.715426)
13241,-74.201491,22.740112,Bahamas,Crooked Island,239.0,POINT (-74.201491 22.740112)
13724,-75.849478,23.550259,Bahamas,Great Exuma Island,4274.0,POINT (-75.849478 23.550259)
13744,-74.857489,23.676139,Bahamas,Rum Cay,119.0,POINT (-74.857489 23.676139)
13751,-76.053066,23.684208,Bahamas,Baraterre,4274.0,POINT (-76.053066 23.684208)
13912,-76.370185,24.050897,Bahamas,,56.0,POINT (-76.370185 24.050897)
13920,-74.493069,24.036976,Bahamas,San Salvador Island,571.0,POINT (-74.493069 24.036976)
13958,-77.646419,23.968391,Bahamas,Base Line Cay,750.0,POINT (-77.646419 23.968391)
14001,-77.777172,24.14929,Bahamas,Middle Bight Cay,357.0,POINT (-77.777172 24.14929)
14150,-81.769178,24.564732,United States,Dredgers Key,28422.0,POINT (-81.769178 24.564732)
14169,-81.682426,24.580702,United States,Boca Chica Key,1820.0,POINT (-81.682426 24.580702)
14265,-81.563968,24.637465,United States,Buttonwood Key,1191.0,POINT (-81.563968 24.637465)
14285,-81.499532,24.678073,United States,Cudjoe Key,992.0,POINT (-81.499532 24.678073)
14340,-81.079097,24.711037,United States,Vaca Key,6637.0,POINT (-81.079097 24.711037)
14347,-81.367028,24.687937,United States,Big Pine Key,2631.0,POINT (-81.367028 24.687937)
14352,-81.418118,24.695817,United States,Middle Torch Key,628.0,POINT (-81.418118 24.695817)
14402,-80.981059,24.747127,United States,Crawl Key,6637.0,POINT (-80.981059 24.747127)
14640,-77.404185,25.031495,Bahamas,New Providence Island,232090.0,POINT (-77.404185 25.031495)
14677,-108.187318,24.962859,Mexico,Isla Altamura,91.0,POINT (-108.187318 24.962859)
14731,-78.05976,24.68949,Bahamas,Pumpion Cay,4677.0,POINT (-78.05976 24.68949)
14749,-97.498977,25.110608,Mexico,Isla del Te,142.0,POINT (-97.498977 25.110608)
15101,-79.268328,25.727927,Bahamas,Pigeon Cay,612.0,POINT (-79.268328 25.727927)
15133,-77.852182,25.746321,Bahamas,Bamboo Cay,1139.0,POINT (-77.852182 25.746321)
15253,-77.559301,26.299741,Bahamas,Moore's Island,266.0,POINT (-77.559301 26.299741)
15390,-97.242978,26.452206,United States,,3354.0,POINT (-97.242978 26.452206)
15459,-82.110464,26.458374,United States,Sanibel Island,7020.0,POINT (-82.110464 26.458374)
15761,-78.397972,26.643354,Bahamas,Grand Bahama Island,45378.0,POINT (-78.397972 26.643354)
16261,-115.23067,28.181862,Mexico,Isla Cedros,2467.0,POINT (-115.23067 28.181862)
16828,-112.366899,28.98719,Mexico,Isla Tiburon,1044.0,POINT (-112.366899 28.98719)
17256,-113.362854,29.29035,Mexico,Isla Angel de la Guarda,116.0,POINT (-113.362854 29.29035)
17713,-43.680958,-2.342565,Brazil,Ilha de Santana,106.0,POINT (-43.680958 -2.342565)
17781,-44.910906,-1.298268,Brazil,Ilha dos Lencois,406.0,POINT (-44.910906 -1.298268)
17782,-44.972722,-1.337415,Brazil,Ilha Mirinzal,145.0,POINT (-44.972722 -1.337415)
17885,-12.681851,7.551472,Sierra Leone,Sherbro Island,32211.0,POINT (-12.681851 7.551472)
17969,-14.906013,10.85718,Guinea,Ile Kapken,484.0,POINT (-14.906013 10.85718)
18011,-15.935299,11.111525,Guinea-Bissau,Ilha de Orangozinho,1033.0,POINT (-15.935299 11.111525)
18013,-16.127637,11.103808,Guinea-Bissau,Ilha de Orango,1752.0,POINT (-16.127637 11.103808)
18013,-16.127637,11.103808,Guinea-Bissau,Ilha de Orango,1752.0,POINT (-16.127637 11.103808)
18014,-16.01234,11.142159,Guinea-Bissau,Ilha de Canogo,217.0,POINT (-16.01234 11.142159)
18033,-15.720402,11.240875,Guinea-Bissau,Ilha Roxa,3828.0,POINT (-15.720402 11.240875)
18034,-15.862997,11.245882,Guinea-Bissau,Ilha de Bubaque,4542.0,POINT (-15.862997 11.245882)
18036,-16.214954,11.258184,Guinea-Bissau,Ilha de Uno,5532.0,POINT (-16.214954 11.258184)
18038,-16.453691,11.295157,Guinea-Bissau,Ilha de Unhocomo,158.0,POINT (-16.453691 11.295157)
18050,-16.076789,11.325076,Guinea-Bissau,Ilha de Uracane,1458.0,POINT (-16.076789 11.325076)
18054,-15.806756,11.337406,Guinea-Bissau,Ilha de Rubane,387.0,POINT (-15.806756 11.337406)
18056,-15.868578,11.351539,Guinea-Bissau,Ilha de Soga,789.0,POINT (-15.868578 11.351539)
18067,-15.686572,11.463016,Guinea-Bissau,Ilha das Galinhas,1642.0,POINT (-15.686572 11.463016)
18068,-15.982622,11.469391,Guinea-Bissau,Ilha Formosa,3182.0,POINT (-15.982622 11.469391)
18074,-16.2282,11.478271,Guinea-Bissau,Ilha de Carache,721.0,POINT (-16.2282 11.478271)
18082,-15.986791,11.543886,Guinea-Bissau,Ilha da Ponta,703.0,POINT (-15.986791 11.543886)
18083,-16.321627,11.533443,Guinea-Bissau,Ilha Caravela,1727.0,POINT (-16.321627 11.533443)
18086,-15.935281,11.562473,Guinea-Bissau,Ilha de Maio,590.0,POINT (-15.935281 11.562473)
18163,-16.704367,13.841637,Senegal,Ile de Guior,11002.0,POINT (-16.704367 13.841637)
18180,-24.705479,14.851555,Cape Verde,Ilha Brava,5602.0,POINT (-24.705479 14.851555)
18186,-24.384327,14.928326,Cape Verde,Ilhado Fogo,36718.0,POINT (-24.384327 14.928326)
18188,-23.160626,15.217963,Cape Verde,Ilha de Maio,7519.0,POINT (-23.160626 15.217963)
18189,-23.624804,15.083736,Cape Verde,Ilha de Santiago,311137.0,POINT (-23.624804 15.083736)
18196,-22.813981,16.098296,Cape Verde,Ilha da Boa Vista,17515.0,POINT (-22.813981 16.098296)
18199,-24.256203,16.598519,Cape Verde,Ilha de Sao Nicolau,11505.0,POINT (-24.256203 16.598519)
18202,-22.931423,16.737222,Cape Verde,Ilha do Sal,24797.0,POINT (-22.931423 16.737222)
18204,-24.967814,16.84552,Cape Verde,Ilha de Sao Vicente,83567.0,POINT (-24.967814 16.84552)
18205,-25.170055,17.056544,Cape Verde,Ilha de Santo Antao,36353.0,POINT (-25.170055 17.056544)
18235,-18.006624,27.746526,Spain,El Hierro,18486.0,POINT (-18.006624 27.746526)
18240,-15.593194,27.954821,Spain,Isla de Gran Canaria,828930.0,POINT (-15.593194 27.954821)
18241,-17.232609,28.117411,Spain,La Gomera,16571.0,POINT (-17.232609 28.117411)
18243,-16.55631,28.291062,Spain,Isla de Tenerife,954719.0,POINT (-16.55631 28.291062)
18245,-14.036486,28.406106,Spain,Isla de Fuerteventura,112915.0,POINT (-14.036486 28.406106)
18247,-17.858329,28.68988,Spain,Isla de La Palma,95250.0,POINT (-17.858329 28.68988)
18249,-13.641825,29.024478,Spain,Isla de Lanzarote,214043.0,POINT (-13.641825 29.024478)
18251,-13.509177,29.252305,Spain,Isla Graciosa,1374.0,POINT (-13.509177 29.252305)
18460,-16.51515,32.528582,Portugal,Deserta Grande,86.0,POINT (-16.51515 32.528582)
18614,-16.99913,32.746337,Portugal,Ilha da Madeira,221978.0,POINT (-16.99913 32.746337)
18726,-16.342174,33.06918,Portugal,Ilha de Porto Santo,4956.0,POINT (-16.342174 33.06918)
18774,-25.099823,36.971334,Portugal,Ilha de Santa Maria,4802.0,POINT (-25.099823 36.971334)
19038,-25.481891,37.7954,Portugal,Ilha de Sao Miguel,133550.0,POINT (-25.481891 37.7954)
19100,-28.333573,38.469473,Portugal,Ilha do Pico,11768.0,POINT (-28.333573 38.469473)
19103,-28.701332,38.578217,Portugal,Ilha do Faial,13589.0,POINT (-28.701332 38.578217)
19139,-28.029236,38.637234,Portugal,Ilha de Sao Jorge,7138.0,POINT (-28.029236 38.637234)
19146,-27.2123,38.723901,Portugal,Ilha Terceira,51098.0,POINT (-27.2123 38.723901)
19152,-28.011327,39.052294,Portugal,Ilha Graciosa,3672.0,POINT (-28.011327 39.052294)
19158,-31.20249,39.44195,Portugal,Ilha das Flores,3260.0,POINT (-31.20249 39.44195)
19159,-31.105223,39.699105,Portugal,Ilha do Corvo,98.0,POINT (-31.105223 39.699105)
19284,-80.517215,32.313465,United States,Pritchards Island,661.0,POINT (-80.517215 32.313465)
19303,-80.45562,32.373877,United States,Hunting Island,167.0,POINT (-80.45562 32.373877)
19346,-80.592889,32.392769,United States,Saint Helena Island,19927.0,POINT (-80.592889 32.392769)
19393,-118.485664,32.900453,United States,San Clemente Island,227.0,POINT (-118.485664 32.900453)
19407,-118.433561,33.382213,United States,Santa Catalina Island,3749.0,POINT (-118.433561 33.382213)
19553,-75.916096,35.12934,United States,Ocracoke Island,770.0,POINT (-75.916096 35.12934)
19557,-75.590133,35.242546,United States,Little Hatteras Island (historical),3349.0,POINT (-75.590133 35.242546)
19976,-73.655737,40.588739,United States,,28221.0,POINT (-73.655737 40.588739)
20124,-72.328864,41.06627,United States,Shelter Island,1966.0,POINT (-72.328864 41.06627)
20133,-71.578549,41.176763,United States,Fort Island,826.0,POINT (-71.578549 41.176763)
20203,-64.782251,32.29783,Bermuda,Main Island,52964.0,POINT (-64.782251 32.29783)
20208,-70.064404,41.277483,United States,Split Rock,10766.0,POINT (-70.064404 41.277483)
20212,-70.635809,41.387831,United States,Martha's Vineyard,15713.0,POINT (-70.635809 41.387831)
20243,-70.292658,41.727414,United States,Cape Cod,196407.0,POINT (-70.292658 41.727414)
20411,-122.883228,48.484466,United States,Lopez Island,1916.0,POINT (-122.883228 48.484466)
20413,-122.802776,48.561184,United States,Blakely Island,88.0,POINT (-122.802776 48.561184)
20418,-122.957547,48.572831,United States,Shaw Island,129.0,POINT (-122.957547 48.572831)
20434,-123.083665,48.537831,United States,San Juan Island,7251.0,POINT (-123.083665 48.537831)
20495,-123.147499,48.78442,Canada,Saturna Island,269.0,POINT (-123.147499 48.78442)
20528,-123.283331,48.843404,Canada,Mayne Island,840.0,POINT (-123.283331 48.843404)
20608,-123.497134,48.81413,Canada,Saltspring Island,10252.0,POINT (-123.497134 48.81413)
20667,-123.439224,48.923585,Canada,Galiano Island,776.0,POINT (-123.439224 48.923585)
20669,-123.664323,48.981097,Canada,Thetis Island,750.0,POINT (-123.664323 48.981097)
20785,-123.789847,49.160052,Canada,Gabriola Island,3816.0,POINT (-123.789847 49.160052)
20814,-125.844295,49.191665,Canada,Meares Island,160.0,POINT (-125.844295 49.191665)
20867,-126.149488,49.323943,Canada,Flores Island,662.0,POINT (-126.149488 49.323943)
20926,-124.278958,49.481873,Canada,Lasqueti Island,412.0,POINT (-124.278958 49.481873)
20928,-124.663519,49.523299,Canada,Hornby Island,966.0,POINT (-124.663519 49.523299)
20939,-124.782484,49.537527,Canada,Denman Island,1173.0,POINT (-124.782484 49.537527)
21008,-124.391542,49.652717,Canada,Texada Island,969.0,POINT (-124.391542 49.652717)
21033,-126.772181,49.734035,Canada,Nootka Island,66.0,POINT (-126.772181 49.734035)
21199,-124.967012,50.119971,Canada,,1063.0,POINT (-124.967012 50.119971)
21217,-125.252737,50.18077,Canada,Quadra Island,2232.0,POINT (-125.252737 50.18077)
21416,-126.997827,50.644133,Canada,Malcolm Island,732.0,POINT (-126.997827 50.644133)
21566,-125.730117,49.643902,Canada,Vancouver Island,768825.0,POINT (-125.730117 49.643902)
21966,-176.697157,51.787296,United States,Adak Island,585.0,POINT (-176.697157 51.787296)
22119,-128.200924,52.116192,Canada,Campbell Island,1112.0,POINT (-128.200924 52.116192)
22387,-128.643463,52.480935,Canada,Price Island,238.0,POINT (-128.643463 52.480935)
22665,-131.848731,52.792392,Canada,Moresby Island,238.0,POINT (-131.848731 52.792392)
22888,-130.436877,53.774158,Canada,,376.0,POINT (-130.436877 53.774158)
22913,-132.171173,53.770784,Canada,,3615.0,POINT (-132.171173 53.770784)
22969,-166.384804,53.980609,United States,,651.0,POINT (-166.384804 53.980609)
22972,-166.894851,53.666354,United States,Unalaska Island,651.0,POINT (-166.894851 53.666354)
23056,-165.918562,54.127008,United States,Akutan Island,215.0,POINT (-165.918562 54.127008)
23594,-164.096077,54.737382,United States,Unimak Island,174.0,POINT (-164.096077 54.737382)
23813,-131.487678,55.126859,United States,Annette Island,1114.0,POINT (-131.487678 55.126859)
23850,-160.403012,55.313069,United States,Popof Island,1015.0,POINT (-160.403012 55.313069)
24255,-131.342385,55.589024,United States,Revillagigedo Island,11616.0,POINT (-131.342385 55.589024)
24487,-132.789048,55.560451,United States,Prince of Wales Island,2951.0,POINT (-132.789048 55.560451)
24779,-132.803742,56.637369,United States,Mitkof Island,2225.0,POINT (-132.803742 56.637369)
24966,-133.430832,56.783002,United States,Kupreanof Island,501.0,POINT (-133.430832 56.783002)
25028,-170.266853,57.180684,United States,Kamenisti,129.0,POINT (-170.266853 57.180684)
25177,-135.046422,56.956515,United States,Baranof Island,6292.0,POINT (-135.046422 56.956515)
25303,-136.283729,57.749726,United States,Hill Island,1101.0,POINT (-136.283729 57.749726)
25393,-152.422699,57.923132,United States,Spruce Island,81.0,POINT (-152.422699 57.923132)
25409,-153.549524,57.432309,United States,Kodiak Island,12406.0,POINT (-153.549524 57.432309)
25510,-135.653588,57.845813,United States,Chichagof Island,1101.0,POINT (-135.653588 57.845813)
25571,-134.383818,57.684078,United States,Admiralty Island,99.0,POINT (-134.383818 57.684078)
25974,-166.388949,60.096449,United States,Nunivak Island,336.0,POINT (-166.388949 60.096449)
26053,-170.342552,63.388598,United States,Saint Lawrence Island,986.0,POINT (-170.342552 63.388598)
26854,-97.389068,69.094459,Canada,King William Island,1184.0,POINT (-97.389068 69.094459)
27066,-179.189337,71.26339,Russia,Ostrov Vrangelya,83.0,POINT (-179.189337 71.26339)
27160,-105.403101,72.859688,Canada,,1758.0,POINT (-105.403101 72.859688)
27217,-110.39115,70.875184,Canada,Victoria Island,1758.0,POINT (-110.39115 70.875184)
27258,-121.276655,73.044215,Canada,Banks Island,110.0,POINT (-121.276655 73.044215)
27292,-94.820072,75.114545,Canada,Cornwallis Island,211.0,POINT (-94.820072 75.114545)
27985,-68.62739,44.048836,United States,Isle Au Haut,70.0,POINT (-68.62739 44.048836)
28004,-68.844609,44.077281,United States,Vinal Falls,917.0,POINT (-68.844609 44.077281)
28065,-68.865539,44.153384,United States,North Haven Island,320.0,POINT (-68.865539 44.153384)
28070,-68.436394,44.15763,United States,Swans Island,224.0,POINT (-68.436394 44.15763)
28161,-66.365525,44.255569,Canada,Brier Island,191.0,POINT (-66.365525 44.255569)
28604,-66.810603,44.701591,Canada,Grand Manan,2334.0,POINT (-66.810603 44.701591)
28982,-61.014947,45.5454,Canada,Isle Madame,3049.0,POINT (-61.014947 45.5454)
29137,-59.854174,46.097555,Canada,,130857.0,POINT (-59.854174 46.097555)
29154,-60.444233,46.221367,Canada,Boularderie Island,130857.0,POINT (-60.444233 46.221367)
29183,-56.190618,46.782337,Saint Pierre and Miquelon,Ile Saint-Pierre,3335.0,POINT (-56.190618 46.782337)
29215,-60.742817,46.173244,Canada,Ile du Cap-Breton,130857.0,POINT (-60.742817 46.173244)
29225,-63.243768,46.390241,Canada,Ile du Prince-Edouard,148257.0,POINT (-63.243768 46.390241)
29237,-56.322499,46.950712,Saint Pierre and Miquelon,Ile Miquelon,1130.0,POINT (-56.322499 46.950712)
29403,-61.756234,47.443315,Canada,Ile du Havre aux Maisons,1328.0,POINT (-61.756234 47.443315)
29551,-52.965572,47.626364,Canada,Bell Island,2307.0,POINT (-52.965572 47.626364)
29594,-55.99256,47.644876,Canada,Long Island,145.0,POINT (-55.99256 47.644876)
29644,-64.612998,47.817856,Canada,Shippegan Island,5799.0,POINT (-64.612998 47.817856)
29659,-64.53192,47.957317,Canada,Miscou Island,700.0,POINT (-64.53192 47.957317)
29687,-53.727139,48.135921,Canada,Random Island,762.0,POINT (-53.727139 48.135921)
29804,-59.019257,48.56449,Canada,,490822.0,POINT (-59.019257 48.56449)
29863,-53.696867,48.847119,Canada,Cottel Island,154.0,POINT (-53.696867 48.847119)
30204,-55.634042,49.517746,Canada,Triton Island,1479.0,POINT (-55.634042 49.517746)
