island_id,lat,lon,Country,_match_country_name,_match_country_code,_match_score,scenario,population_raw,population_calc,income_per_capita_2020,consumption_pc_kwh,billed_kwh,LCOE,tariff_affordable,feasibility_gap
7166,-43.873289,-73.805109,Chile,Chile,CHL,100,output_future_2050,1309,500,12960,2659.65,1311202.5,0.193840867,0.487282161,-0.293441294
7217,-43.602388,-74.708425,Chile,Chile,CHL,100,output_0,615,500,12960,2659.65,1329783.729,0.17118256,0.487282161,-0.316099602
7217,-43.602388,-74.708425,Chile,Chile,CHL,100,output_2020,615,500,12960,2659.65,1329758.268,0.216743359,0.487282161,-0.270538802
7217,-43.602388,-74.708425,Chile,Chile,CHL,100,output_2050,615,500,12960,2659.65,1311202.487,0.188164344,0.487282161,-0.299117817
7217,-43.602388,-74.708425,Chile,Chile,CHL,100,output_future_2030,615,500,12960,2659.65,1311202.5,0.171405727,0.487282161,-0.315876435
7217,-43.602388,-74.708425,Chile,Chile,CHL,100,output_future_2040,615,500,12960,2659.65,1311202.5,0.167231182,0.487282161,-0.320050979
7217,-43.602388,-74.708425,Chile,Chile,CHL,100,output_future_2050,615,500,12960,2659.65,1311202.5,0.163247658,0.487282161,-0.324034503
7260,-43.39073,-74.262261,Chile,Chile,CHL,100,output_0,76,76,12960,2659.65,202130.703,0.175324592,0.487282161,-0.31195757
7260,-43.39073,-74.262261,Chile,Chile,CHL,100,output_2020,76,76,12960,2659.65,202129.32,0.22673234,0.487282161,-0.260549821
7260,-43.39073,-74.262261,Chile,Chile,CHL,100,output_2050,76,76,12960,2659.65,199294.4991,0.205306864,0.487282161,-0.281975297
7260,-43.39073,-74.262261,Chile,Chile,CHL,100,output_future_2030,76,76,12960,2659.65,199298.047,0.187357024,0.487282161,-0.299925137
7260,-43.39073,-74.262261,Chile,Chile,CHL,100,output_future_2040,76,76,12960,2659.65,199299.2566,0.182902909,0.487282161,-0.304379252
7260,-43.39073,-74.262261,Chile,Chile,CHL,100,output_future_2050,76,76,12960,2659.65,199301.0742,0.178484356,0.487282161,-0.308797806
7264,-43.355868,-73.734572,Chile,Chile,CHL,100,output_0,177,177,12960,2659.65,470756.072,0.185896701,0.487282161,-0.30138546
7264,-43.355868,-73.734572,Chile,Chile,CHL,100,output_2020,177,177,12960,2659.65,470734.698,0.267417892,0.487282161,-0.219864269
7264,-43.355868,-73.734572,Chile,Chile,CHL,100,output_2050,177,177,12960,2659.65,464160.914,0.245908316,0.487282161,-0.241373845
7264,-43.355868,-73.734572,Chile,Chile,CHL,100,output_future_2030,177,177,12960,2659.65,464160.914,0.226982935,0.487282161,-0.260299226
7264,-43.355868,-73.734572,Chile,Chile,CHL,100,output_future_2040,177,177,12960,2659.65,464160.914,0.221626278,0.487282161,-0.265655883
7264,-43.355868,-73.734572,Chile,Chile,CHL,100,output_future_2050,177,177,12960,2659.65,464161.9784,0.216575598,0.487282161,-0.270706563
7267,-43.208407,-73.697673,Chile,Chile,CHL,100,output_0,204,204,12960,2659.65,542552.395,0.190432229,0.487282161,-0.296849932
7267,-43.208407,-73.697673,Chile,Chile,CHL,100,output_2020,204,204,12960,2659.65,542552.395,0.302728879,0.487282161,-0.184553282
7267,-43.208407,-73.697673,Chile,Chile,CHL,100,output_2050,204,204,12960,2659.65,534953.926,0.286903849,0.487282161,-0.200378312
7267,-43.208407,-73.697673,Chile,Chile,CHL,100,output_future_2030,204,204,12960,2659.65,534959.786,0.266054981,0.487282161,-0.22122718
7267,-43.208407,-73.697673,Chile,Chile,CHL,100,output_future_2040,204,204,12960,2659.65,534959.786,0.259603696,0.487282161,-0.227678465
7267,-43.208407,-73.697673,Chile,Chile,CHL,100,output_future_2050,204,204,12960,2659.65,534966.8526,0.253155355,0.487282161,-0.234126806
7268,-43.221048,-73.607732,Chile,Chile,CHL,100,output_0,182,182,12960,2659.65,484052.5514,0.191293704,0.487282161,-0.295988457
7268,-43.221048,-73.607732,Chile,Chile,CHL,100,output_2020,182,182,12960,2659.65,484042.892,0.318651914,0.487282161,-0.168630247
7268,-43.221048,-73.607732,Chile,Chile,CHL,100,output_2050,182,182,12960,2659.65,477271.022,0.30206636,0.487282161,-0.185215801
7268,-43.221048,-73.607732,Chile,Chile,CHL,100,output_future_2030,182,182,12960,2659.65,477276.7618,0.28101168,0.487282161,-0.206270481
7268,-43.221048,-73.607732,Chile,Chile,CHL,100,output_future_2040,182,182,12960,2659.65,477277.71,0.274122925,0.487282161,-0.213159236
7268,-43.221048,-73.607732,Chile,Chile,CHL,100,output_future_2050,182,182,12960,2659.65,477277.71,0.268254449,0.487282161,-0.219027712
7279,-42.962449,-73.467764,Chile,Chile,CHL,100,output_0,1321,500,12960,2659.65,1329825,0.197622546,0.487282161,-0.289659615
7279,-42.962449,-73.467764,Chile,Chile,CHL,100,output_2020,1321,500,12960,2659.65,1329806.653,0.282516542,0.487282161,-0.204765619
7279,-42.962449,-73.467764,Chile,Chile,CHL,100,output_2050,1321,500,12960,2659.65,1311202.5,0.264347871,0.487282161,-0.22293429
7279,-42.962449,-73.467764,Chile,Chile,CHL,100,output_future_2030,1321,500,12960,2659.65,1311202.5,0.263264729,0.487282161,-0.224017432
7279,-42.962449,-73.467764,Chile,Chile,CHL,100,output_future_2040,1321,500,12960,2659.65,1311202.5,0.258619097,0.487282161,-0.228663064
7279,-42.962449,-73.467764,Chile,Chile,CHL,100,output_future_2050,1321,500,12960,2659.65,1311202.5,0.254153469,0.487282161,-0.233128692
7290,-42.641916,-73.287324,Chile,Chile,CHL,100,output_0,336,336,12960,2659.65,893642.4,0.206264514,0.487282161,-0.281017647
7290,-42.641916,-73.287324,Chile,Chile,CHL,100,output_2020,336,336,12960,2659.65,893642.236,0.325644076,0.487282161,-0.161638085
7290,-42.641916,-73.287324,Chile,Chile,CHL,100,output_2050,336,336,12960,2659.65,881128.08,0.309485542,0.487282161,-0.177796619
7290,-42.641916,-73.287324,Chile,Chile,CHL,100,output_future_2030,336,336,12960,2659.65,881128.08,0.292535356,0.487282161,-0.194746805
7290,-42.641916,-73.287324,Chile,Chile,CHL,100,output_future_2040,336,336,12960,2659.65,881128.08,0.2874727,0.487282161,-0.199809461
7290,-42.641916,-73.287324,Chile,Chile,CHL,100,output_future_2050,336,336,12960,2659.65,881128.08,0.282605367,0.487282161,-0.204676794
7292,-42.627017,-73.48501,Chile,Chile,CHL,100,output_0,291,291,12960,2659.65,773958.15,0.202984998,0.487282161,-0.284297163
7292,-42.627017,-73.48501,Chile,Chile,CHL,100,output_2020,291,291,12960,2659.65,773944.393,0.337039791,0.487282161,-0.15024237
7292,-42.627017,-73.48501,Chile,Chile,CHL,100,output_2050,291,291,12960,2659.65,763119.855,0.289016927,0.487282161,-0.198265235
7292,-42.627017,-73.48501,Chile,Chile,CHL,100,output_future_2030,291,291,12960,2659.65,763119.855,0.273349923,0.487282161,-0.213932238
7292,-42.627017,-73.48501,Chile,Chile,CHL,100,output_future_2040,291,291,12960,2659.65,763119.855,0.268469866,0.487282161,-0.218812295
7292,-42.627017,-73.48501,Chile,Chile,CHL,100,output_future_2050,291,291,12960,2659.65,763119.855,0.263735874,0.487282161,-0.223546287
7293,-42.618345,-73.029603,Chile,Chile,CHL,100,output_0,73,73,12960,2659.65,194154.45,0.220233204,0.487282161,-0.267048957
7293,-42.618345,-73.029603,Chile,Chile,CHL,100,output_2020,73,73,12960,2659.65,194154.409,0.749204141,0.487282161,0.26192198
7293,-42.618345,-73.029603,Chile,Chile,CHL,100,output_2050,73,73,12960,2659.65,191435.565,0.362096098,0.487282161,-0.125186063
7293,-42.618345,-73.029603,Chile,Chile,CHL,100,output_future_2030,73,73,12960,2659.65,191435.565,0.345422558,0.487282161,-0.141859603
7293,-42.618345,-73.029603,Chile,Chile,CHL,100,output_future_2040,73,73,12960,2659.65,191435.565,0.340477555,0.487282161,-0.146804606
7293,-42.618345,-73.029603,Chile,Chile,CHL,100,output_future_2050,73,73,12960,2659.65,191435.565,0.335711123,0.487282161,-0.151571038
7300,-42.626536,-73.637015,Chile,Chile,CHL,100,output_0,3785,500,12960,2659.65,1329825,0.200465114,0.487282161,-0.286817047
7300,-42.626536,-73.637015,Chile,Chile,CHL,100,output_2020,3785,500,12960,2659.65,1329795.586,0.280708989,0.487282161,-0.206573172
7300,-42.626536,-73.637015,Chile,Chile,CHL,100,output_2050,3785,500,12960,2659.65,1311201.799,0.2710617,0.487282161,-0.216220461
7300,-42.626536,-73.637015,Chile,Chile,CHL,100,output_future_2030,3785,500,12960,2659.65,1311202.5,0.265783724,0.487282161,-0.221498438
7300,-42.626536,-73.637015,Chile,Chile,CHL,100,output_future_2040,3785,500,12960,2659.65,1311202.5,0.264096913,0.487282161,-0.223185248
7300,-42.626536,-73.637015,Chile,Chile,CHL,100,output_future_2050,3785,500,12960,2659.65,1311202.5,0.262356852,0.487282161,-0.224925309
7301,-42.60068,-73.217954,Chile,Chile,CHL,100,output_0,419,419,12960,2659.65,1114393.35,0.208226693,0.487282161,-0.279055468
7301,-42.60068,-73.217954,Chile,Chile,CHL,100,output_2020,419,419,12960,2659.65,1114393.019,0.306668089,0.487282161,-0.180614073
7301,-42.60068,-73.217954,Chile,Chile,CHL,100,output_2050,419,419,12960,2659.65,1098787.695,0.294201583,0.487282161,-0.193080578
7301,-42.60068,-73.217954,Chile,Chile,CHL,100,output_future_2030,419,419,12960,2659.65,1098787.695,0.290129793,0.487282161,-0.197152368
7301,-42.60068,-73.217954,Chile,Chile,CHL,100,output_future_2040,419,419,12960,2659.65,1098787.695,0.28873286,0.487282161,-0.198549301
7301,-42.60068,-73.217954,Chile,Chile,CHL,100,output_future_2050,419,419,12960,2659.65,1098787.695,0.289805299,0.487282161,-0.197476862
7303,-42.576544,-73.518318,Chile,Chile,CHL,100,output_0,511,500,12960,2659.65,1329825,0.203434489,0.487282161,-0.283847672
7303,-42.576544,-73.518318,Chile,Chile,CHL,100,output_2020,511,500,12960,2659.65,1329799.692,0.284645716,0.487282161,-0.202636446
7303,-42.576544,-73.518318,Chile,Chile,CHL,100,output_2050,511,500,12960,2659.65,1311202.5,0.277995752,0.487282161,-0.209286409
7303,-42.576544,-73.518318,Chile,Chile,CHL,100,output_future_2030,511,500,12960,2659.65,1311202.5,0.272576249,0.487282161,-0.214705912
7303,-42.576544,-73.518318,Chile,Chile,CHL,100,output_future_2040,511,500,12960,2659.65,1311202.5,0.270764284,0.487282161,-0.216517877
7303,-42.576544,-73.518318,Chile,Chile,CHL,100,output_future_2050,511,500,12960,2659.65,1311202.5,0.268815477,0.487282161,-0.218466684
7306,-42.488425,-73.266088,Chile,Chile,CHL,100,output_0,243,243,12960,2659.65,646294.95,0.209197725,0.487282161,-0.278084436
7306,-42.488425,-73.266088,Chile,Chile,CHL,100,output_2020,243,243,12960,2659.65,646294.718,0.371062081,0.487282161,-0.11622008
7306,-42.488425,-73.266088,Chile,Chile,CHL,100,output_2050,243,243,12960,2659.65,637244.415,0.316392786,0.487282161,-0.170889375
7306,-42.488425,-73.266088,Chile,Chile,CHL,100,output_future_2030,243,243,12960,2659.65,637244.415,0.299063048,0.487282161,-0.188219113
7306,-42.488425,-73.266088,Chile,Chile,CHL,100,output_future_2040,243,243,12960,2659.65,637244.415,0.294184221,0.487282161,-0.19309794
7306,-42.488425,-73.266088,Chile,Chile,CHL,100,output_future_2050,243,243,12960,2659.65,637244.415,0.289484666,0.487282161,-0.197797495
7308,-42.471847,-73.344718,Chile,Chile,CHL,100,output_0,388,388,12960,2659.65,1031944.2,0.207812626,0.487282161,-0.279469535
7308,-42.471847,-73.344718,Chile,Chile,CHL,100,output_2020,388,388,12960,2659.65,1031931.394,0.310615726,0.487282161,-0.176666435
7308,-42.471847,-73.344718,Chile,Chile,CHL,100,output_2050,388,388,12960,2659.65,1017493.14,0.300117312,0.487282161,-0.187164849
7308,-42.471847,-73.344718,Chile,Chile,CHL,100,output_future_2030,388,388,12960,2659.65,1017493.14,0.291993551,0.487282161,-0.19528861
7308,-42.471847,-73.344718,Chile,Chile,CHL,100,output_future_2040,388,388,12960,2659.65,1017493.14,0.287071736,0.487282161,-0.200210426
7308,-42.471847,-73.344718,Chile,Chile,CHL,100,output_future_2050,388,388,12960,2659.65,1017493.14,0.282401415,0.487282161,-0.204880746
7313,-42.41819,-73.307455,Chile,Chile,CHL,100,output_0,284,284,12960,2659.65,755340.6,0.207947318,0.487282161,-0.279334843
7313,-42.41819,-73.307455,Chile,Chile,CHL,100,output_2020,284,284,12960,2659.65,755335.6516,0.346832589,0.487282161,-0.140449572
7313,-42.41819,-73.307455,Chile,Chile,CHL,100,output_2050,284,284,12960,2659.65,744763.02,0.311826055,0.487282161,-0.175456106
7313,-42.41819,-73.307455,Chile,Chile,CHL,100,output_future_2030,284,284,12960,2659.65,744763.02,0.294688464,0.487282161,-0.192593697
7313,-42.41819,-73.307455,Chile,Chile,CHL,100,output_future_2040,284,284,12960,2659.65,744763.02,0.289838443,0.487282161,-0.197443718
7313,-42.41819,-73.307455,Chile,Chile,CHL,100,output_future_2050,284,284,12960,2659.65,744763.02,0.285135646,0.487282161,-0.202146515
7314,-42.459181,-73.533591,Chile,Chile,CHL,100,output_0,9953,500,12960,2659.65,1329825,0.204574717,0.487282161,-0.282707444
7314,-42.459181,-73.533591,Chile,Chile,CHL,100,output_2020,9953,500,12960,2659.65,1329794.871,0.285064788,0.487282161,-0.202217373
7314,-42.459181,-73.533591,Chile,Chile,CHL,100,output_2050,9953,500,12960,2659.65,1311202.5,0.271003723,0.487282161,-0.216278438
7314,-42.459181,-73.533591,Chile,Chile,CHL,100,output_future_2030,9953,500,12960,2659.65,1311202.5,0.260192279,0.487282161,-0.227089882
7314,-42.459181,-73.533591,Chile,Chile,CHL,100,output_future_2040,9953,500,12960,2659.65,1311202.5,0.256280802,0.487282161,-0.231001359
7314,-42.459181,-73.533591,Chile,Chile,CHL,100,output_future_2050,9953,500,12960,2659.65,1311202.5,0.252446618,0.487282161,-0.234835543
7317,-42.38587,-73.436949,Chile,Chile,CHL,100,output_0,225,225,12960,2659.65,598421.25,0.205877369,0.487282161,-0.281404793
7317,-42.38587,-73.436949,Chile,Chile,CHL,100,output_2020,225,225,12960,2659.65,598404.232,0.377131283,0.487282161,-0.110150879
7317,-42.38587,-73.436949,Chile,Chile,CHL,100,output_2050,225,225,12960,2659.65,590041.125,0.29683337,0.487282161,-0.190448792
7317,-42.38587,-73.436949,Chile,Chile,CHL,100,output_future_2030,225,225,12960,2659.65,590041.125,0.280759007,0.487282161,-0.206523154
7317,-42.38587,-73.436949,Chile,Chile,CHL,100,output_future_2040,225,225,12960,2659.65,590041.125,0.275897999,0.487282161,-0.211384162
7317,-42.38587,-73.436949,Chile,Chile,CHL,100,output_future_2050,225,225,12960,2659.65,590041.125,0.271239887,0.487282161,-0.216042274
7333,-42.302504,-73.271558,Chile,Chile,CHL,100,output_0,154,154,12960,2659.65,409586.1,0.207750524,0.487282161,-0.279531637
7333,-42.302504,-73.271558,Chile,Chile,CHL,100,output_2020,154,154,12960,2659.65,409585.219,0.458647713,0.487282161,-0.028634448
7333,-42.302504,-73.271558,Chile,Chile,CHL,100,output_2050,154,154,12960,2659.65,403850.37,0.312637493,0.487282161,-0.174644668
7333,-42.302504,-73.271558,Chile,Chile,CHL,100,output_future_2030,154,154,12960,2659.65,403850.37,0.295281943,0.487282161,-0.192000218
7333,-42.302504,-73.271558,Chile,Chile,CHL,100,output_future_2040,154,154,12960,2659.65,403850.37,0.290543567,0.487282161,-0.196738595
7333,-42.302504,-73.271558,Chile,Chile,CHL,100,output_future_2050,154,154,12960,2659.65,403850.37,0.285907545,0.487282161,-0.201374616
7338,-42.2942,-73.110327,Chile,Chile,CHL,100,output_0,457,457,12960,2659.65,1215460.05,0.210880817,0.487282161,-0.276401345
7338,-42.2942,-73.110327,Chile,Chile,CHL,100,output_2020,457,457,12960,2659.65,1215456.732,0.303920875,0.487282161,-0.183361286
7338,-42.2942,-73.110327,Chile,Chile,CHL,100,output_2050,457,457,12960,2659.65,1198439.085,0.292456654,0.487282161,-0.194825507
7338,-42.2942,-73.110327,Chile,Chile,CHL,100,output_future_2030,457,457,12960,2659.65,1198439.085,0.288762469,0.487282161,-0.198519692
