,lon,lat,AC,CES,CHP,EB,ESS,FC,H2S,LNG,LNGV,PEM,PV,TES,WEC,WT
0,103.626017,-0.030217,151.94791349807477,768.0070476221334,0.0,0.0,75.11732364886126,10.998235952431504,362.11577954147054,0.0,0.0,2.8997424472439013,80.63069332041432,0.0,100.0,6.847
1,103.659208,-0.035119,34.356555727416875,151.06011048965772,0.0,0.0,0.0,0.8399575079082443,33.620149406842856,0.0001269794674811,0.0649822308660551,0.0336516816148617,7.296125349366215,0.0,30.313698481239022,1.7033333333333331
2,130.124424,-0.045282,131.307994637131,687.4512572646761,0.0,0.0,0.0,2.79484731818837,71.74406072088301,0.0,0.0,0.7523110185773377,35.25556204197596,0.0,109.3167684541815,3.916294211460049
3,98.276855,-0.061393,331.4912137991347,1610.936085788098,0.0,0.0,0.0,0.5539056625878499,18.47589870444773,0.0,0.0,0.1075177128294626,110.67778737132484,0.0,254.63072955791483,3.764
4,98.326246,-0.074667,331.5603194824509,1614.0279089543617,0.0,0.0,0.0,1.1327539987610002,45.33962530364535,0.0,1.5126715879887347e-09,0.3147262837306652,111.57043980009648,0.0,254.244830667313,3.589
5,129.466226,-0.100428,304.57771811963846,1583.8493925513635,0.0,0.0,0.0,0.2101312790808701,3.8634221240713513,0.0,0.0,0.0216410494010523,79.44029011663885,0.0,254.8599124804328,6.307921739029897
6,103.536773,-0.100626,97.53921229199352,105.596849167974,149.93561168476984,0.0,357.96161316705354,0.5789391069699369,3.860173062774747,129.28721388849164,399.82829782605296,0.091968638156548,52.74357837999892,0.0,100.0,72.954
7,127.241703,-0.107722,103.94870711541502,537.1332100274603,0.0,0.0,0.0,1.1579276539862349,36.02662265468574,0.0,0.0,0.2483043024138124,30.619311322438485,0.0,84.3980482303166,1.0823321473217815
8,109.15734,-0.128063,72.11836067299272,330.2672463991995,0.0,0.0,0.0,2.7901939587994846,86.74090303229525,0.0,0.0,0.8439863362163643,15.419526505507742,0.0,64.94987069377373,0.7846666666666667
9,98.450703,-0.158715,331.776239439158,1621.815462603803,0.0,0.0,0.0,3.520813077337619,129.7162504527628,0.0,0.0,1.2737102779243934,114.94716001035786,0.0,252.6527912814153,3.2303333333333337
10,121.614101,-0.169313,329.0531394768404,1724.7783000643467,0.0,0.0,0.0,0.002272011386799,0.0303010600437119,0.0,0.0,7.302437812064005e-05,103.32665419743402,0.0,254.99848532556248,8.046677520774205
11,104.655528,-0.171555,102.20317962371522,97.06164771035353,156.64013489425756,0.0,334.6786188242156,0.0337674084240225,0.2251498280714584,129.16565708891042,417.7070263846868,0.00341494433361,46.60693435338931,0.0,100.0,91.69266666666668
12,109.126848,-0.188282,28.27878041476926,129.55680900531613,0.0,0.0,0.0,1.1071722410313831,36.486750345638846,0.0,0.0,0.3315964771227068,6.189585439032082,0.0,25.271885172645742,0.3456666666666666
13,103.531241,-0.190644,97.60086486486486,106.3034594594594,150.34766330903213,0.0,356.5219472458815,0.5433525326403069,3.622893642590748,131.5326407135654,400.92710215741903,0.0759346346899131,53.2559865727969,0.0,100.0,69.34566666666667
14,130.839023,-0.207556,295.93640268903704,1561.910289239567,0.0,0.0,0.0,0.375,7.569097678676539,0.0,0.0,0.059547623810119,67.90866949723126,0.0,254.75,11.501284855507956
15,122.195362,-0.253929,314.85233264766254,1633.712621354545,0.0,0.0,0.0,7.128602581775681,142.7075683010048,0.0,1.5126715879887347e-09,0.7689674979708803,97.77240679362022,0.0,243.10759827881623,10.944712349838284
16,127.058209,-0.256965,84.95000362874187,436.5513341573134,0.0,0.0,0.0,1.9422490496354732,53.0970359022831,6.366462912410501e-12,0.0,0.4430248568190243,25.022047084301903,0.0,68.06516730024302,2.327623137426144
17,122.062917,-0.259727,171.6408922808842,894.6048624345019,0.0,0.0,0.0,3.230874257777515,75.66961653315848,0.0,0.0,0.3836359196831748,54.23786001782392,0.0,131.9760838277884,5.460224507193971
18,122.317545,-0.272292,318.2643190831264,1660.187576183457,0.0,0.0,0.0,7.318642791247049,122.09942556949066,1.0008816393392416e-11,0.0,0.8084439268379651,97.5057045217717,0.0,250.1209048058353,12.821
19,104.442438,-0.302283,103.0802194143067,97.4269013230964,157.97453360100954,0.0,328.6361686262992,0.2772245608811591,1.8484410007365049,128.8429841930251,421.2654229360254,0.0308384761597531,46.77366666666666,0.0,100.0,93.02666666666666
20,122.101524,-0.367111,328.5055750548651,1694.9981964010924,0.0,0.0,0.0,4.46797588752662,100.27600504967766,0.0,0.0,0.4257696579795946,104.26214397367656,0.0,252.0213494079367,10.044060853517967
21,104.2048,-0.376498,118.9688864498961,527.7029628092405,0.0,0.0,0.0,3.81678947224966,173.88320064310344,0.0,0.0,0.0685042872638144,29.296370479980403,0.0,100.0,3.8196666666666665
22,121.961056,-0.384239,331.8355084391518,1717.4429621195477,0.0,0.0,0.0,1.0752079698964536,33.52019955117041,0.0,0.0,0.0842337605498744,105.97288188542586,0.0,254.2831946867357,9.14975082727291
23,127.197039,-0.386073,313.2420345281141,1611.4203866328694,0.0,0.0,0.0,2.399311232408309,89.93015506672127,0.0,0.0,0.2680322920550392,93.24560622533346,0.0,253.40045917839447,3.082391993926876
24,104.210436,-0.40942,63.05527810877411,282.14867705127364,0.0,0.0,0.0,1.1275353855854586,45.13074502933839,0.0,0.0,0.017780035734061,15.490221951598334,0.0,53.95120447882877,1.9313333333333336
25,98.43493,-0.43299,332.5450983731972,1633.5994059732652,0.0,0.0,0.0,3.959272911686435,134.8487410823308,0.0,0.0,1.5825723282700688,116.83320265640158,0.0,252.36048472536245,2.8320000000000003
