,lon,lat,AC,CES,CHP,EB,ESS,FC,H2S,LNG,LNGV,PEM,PV,TES,WEC,WT
0,103.626017,-0.030217,151.2827731171991,767.6216381901775,0.0,0.0,74.88233851054132,11.05697342521624,371.60845214875536,0.0,1.5126715879887347e-09,2.849678428947806,80.50653103003421,0.0,100.0,6.847
1,103.659208,-0.035119,34.430469534463704,151.53928239001442,0.0,0.0,0.0,0.8120934973985355,32.5048641839711,0.0,0.0,0.030493414216939,7.386003948777771,0.0,30.32019989589168,1.6153133726620803
2,130.124424,-0.045282,129.6493369621672,687.4512572612676,0.0,0.0,0.0,1.948407059599103,60.67772335198874,0.0,0.0,0.4733711848154803,33.75371736249983,0.0,109.88106196026727,4.438
3,98.276855,-0.061393,331.46379808001006,1610.9360857846198,0.0,0.0,0.0,0.4814559836937941,17.66510710078209,0.0,0.0,0.0884487265534273,110.57679270048034,0.0,254.6790293442041,3.764
4,98.326246,-0.074667,330.2989232938867,1614.0279089585238,0.0,0.0,0.0,0.4174590500573303,16.70922100466456,0.0,0.0,0.0763154189188303,111.57043980049762,0.0,254.7216939662688,3.589
5,129.466226,-0.100428,304.4865823397455,1583.8493925513549,0.0,0.0,0.0,0.0351791552269484,0.5047474580822029,0.0,0.0,0.0024825505044891,79.1928623189528,0.0,254.97654722966908,6.342824447777627
6,103.536773,-0.100626,95.72777119628338,85.2351916376307,153.0768759447929,0.0,338.85745650315255,2.370060831989108,15.80277592347366,132.1965983527837,408.20500251944776,0.7556124636986077,49.251404858612965,0.0,100.0,73.01417943140417
7,127.241703,-0.107722,103.86188056855296,537.1332100319763,0.0,0.0,0.0,0.9849982934842384,32.85462842567663,5.9125919353395394e-12,0.0,0.2190607718714811,30.38746539679883,0.0,84.5133344706509,1.1074954675091773
8,109.15734,-0.128063,72.41686096173136,330.26724639945047,0.0,0.0,0.0,1.9858777127301703,57.58521973562964,0.0,0.0,0.5704027078511236,15.419526505065006,0.0,65.48608152446766,0.5626666666666668
9,98.450703,-0.158715,332.2303152534843,1621.8154626003288,0.0,0.0,0.0,3.2277886406769074,127.0861194939364,0.0,0.0,1.1538341853881486,114.51578798576392,0.0,252.8481409062154,3.2303333333333337
10,121.614101,-0.169313,329.05143668000704,1724.7783000713755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.3233949616109,0.0,255.0,8.046538385795092
11,104.655528,-0.171555,101.40733590622033,85.08202933091154,158.49556670523904,0.0,307.51604981256776,5.06073086154307,33.743267149330485,131.4645487453483,422.6548445473041,1.857679902964896,44.275666666666666,0.0,100.0,91.831
12,109.126848,-0.188282,28.45359208548225,129.55680900531388,0.0,0.0,0.0,0.7361538135898226,22.08115698129571,0.0,0.0,0.191503532159131,6.189585439032082,0.0,25.51923079094012,0.2823333333333333
13,103.531241,-0.190644,95.63300835600263,87.34865340588902,153.27188766174103,0.0,337.72254374832886,2.464485306074048,16.432366854438843,134.1939214053222,408.7250337646427,0.7877499654554734,50.214333333333336,0.0,100.0,69.431
14,130.839023,-0.207556,295.5872629537576,1561.9102892421452,0.0,0.0,0.0,0.0350000000000108,0.7003851353714753,0.0,0.0,0.0027799808653022,67.31448731974416,0.0,254.97666666630735,11.720708114167293
15,122.195362,-0.253929,313.0163237685334,1633.7126213592735,0.0,0.0,0.0,4.699562871919184,130.44423116305495,0.0,0.0,0.4247664138130165,94.02856541821158,0.0,244.72695808502797,10.706301638438772
16,127.058209,-0.256965,84.7815495768426,436.54488351610286,0.0,0.0,0.0,1.575659481659781,48.87966875972473,0.0,0.0,0.3677458704719256,24.50439171094327,0.0,68.3095603452009,2.3294666782621505
17,122.062917,-0.259727,171.36138777761792,894.6048624272541,0.0,0.0,0.0,1.064576696613429,27.40338964683878,0.0,0.0,0.073181302136706,52.61982576982681,0.0,133.4202822022577,4.9517768425715065
18,122.317545,-0.272292,315.639189160908,1660.187576182133,0.0,0.0,0.0,4.051422854502041,108.1298215123724,0.0,0.0,0.315496720637427,92.3290877964208,0.0,252.299051430332,12.521787973493396
19,104.442438,-0.302283,102.79020435341688,86.58532962895245,159.6471008580975,0.0,305.70866434353087,4.4193019702594505,29.46643302634719,130.83366374281582,425.72560228826,1.5655549944476348,44.279683637425016,0.0,100.0,93.52233333333334
20,122.101524,-0.367111,327.8026796458969,1694.9981963949128,0.0,0.0,0.0,3.943811921126184,105.25775620677705,0.0,0.0,0.3696871658257138,103.0912022883008,0.0,252.37079205258252,10.055566875256536
21,104.2048,-0.376498,120.39775022352023,546.0396264485944,0.0,0.0,0.0,2.1662513859587187,88.88183666826254,0.0,0.0,0.0350165331926893,31.947911252292556,0.0,100.0,3.8196666666666665
22,121.961056,-0.384239,331.74046038682724,1717.4429621242152,0.0,0.0,0.0,0.8627761911191101,29.4547005608877,0.0,0.0,0.0692422960031137,105.7419543689604,0.0,254.424815872228,9.120267246168371
23,127.197039,-0.386073,313.11928171118404,1611.420386637537,0.0,0.0,0.0,2.162400593856673,85.7067703867187,0.0,0.0,0.2310068921023985,92.9584523084868,0.0,253.55839960373595,3.0823919939267883
24,104.210436,-0.40942,63.05527810877021,282.1486770512768,0.0,0.0,0.0,1.127535385582811,45.13074502923277,0.0,0.0,0.0177800357288349,15.490221951598745,0.0,53.951204478830526,1.9313333333333336
25,98.43493,-0.43299,333.59108741432044,1633.5994059743964,0.0,0.0,0.0,3.3416229960004187,131.08550969830102,0.0,0.0,1.307965156656998,115.83951306770568,0.0,252.77225133564045,2.8320000000000003
26,129.883169,-0.44313,250.66058544047775,1349.9569134090527,0.0,0.0,0.0,0.1532600854572239,3.651206529759355,0.0,0.0,0.0242587194019857,67.86375455535995,0.0,212.5678266096952,4.509333333333333
27,-90.275466,-0.453922,186.54109537132956,495.24713040126016,5.68343239137903e-10,0.0,105.4703428038815,15.788551895277765,155.90647736844744,0.0,0.0,4.497631214838723,200.1160870187721,0.0,149.12171199178033,8.09068275888354
